task_id,title,section,question,table
f_cc11f30d40fa92d75277,Emilia Fox,Filmography,What films in 2008 have Emilia Fox as cast?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""1999"", ""The Rat Trap"", ""Pippa"", ""Short film""], [""2000"", ""The Magic of Vincent"", ""Gina"", ""Short film""], [""2002"", ""The Pianist"", ""Dorota"", ""-""], [""2002"", ""Hideous Man"", ""Girl on swing"", ""Short film""], [""2002"", ""The Soul Keeper"", ""Sabina Spielrein"", ""-""], [""2003"", ""Three Blind Mice"", ""Claire Bligh"", ""-""], [""2003"", ""The Republic of Love"", ""Fay"", ""-""], [""2004"", ""The Life and Death of Peter Sellers"", ""Lynne Frederick (uncredited)"", ""-""], [""2004/2006"", ""Cashback"", ""Sharon"", ""Short film later expanded into a full-length feature film""], [""2005"", ""Things to Do Before You're 30"", ""Kate"", ""-""], [""2005"", ""The Tiger and the Snow"", ""Nancy Browning"", ""-""], [""2005"", ""Keeping Mum"", ""Rosie Jones"", ""-""], [""2006"", ""Free Jimmy"", ""Bettina"", ""Voice (English version)""], [""2006"", ""Cashback"", ""Sharon Pintey"", ""-""], [""2007"", ""Honeymoon"", ""Dawn"", ""Short film""], [""2008"", ""Flashbacks of a Fool"", ""Sister Jean"", ""-""], [""2009"", ""Dorian Gray"", ""Lady Victoria Wotton"", ""-""], [""2010"", ""The Man Who Married Himself"", ""Sarah"", ""Short film""], [""2010"", ""Ways to Live Forever"", ""Mother"", ""-""], [""2011"", ""A Thousand Kisses Deep"", ""Doris"", ""-""], [""2013"", ""Suspension of Disbelief"", ""Claire Jones"", ""-""], [""2013"", ""Not Ever"", ""Emily"", ""Short Film""], [""2014"", ""The Devil's Harvest"", ""Nadya"", ""-""], [""2016"", ""The Carer"", ""Sophia"", ""-""], [""2017"", ""Mum's List"", ""Kate Greene"", ""-""]]"
f_e58cdc392740c1603402,Admiralty Shipyard,Facilities and services,What kind of ships can be accommodated by the shipyard's building ways?,"[[""Building Ways"", ""Length"", ""Width"", ""Deadweight tonnage""], [""2 open sloping slips"", ""up to 259 metres (850 ft)"", ""up to 35 metres (115 ft)"", ""70,000""], [""2 covered berths"", ""up to 100 metres (330 ft)"", ""up to 10 metres (33 ft)"", ""10,000""], [""5 covered berths"", ""up to 120 metres (390 ft)"", ""up to 20 metres (66 ft)"", ""10,000""], [""Floating dry dock “Luga”"", ""92 metres (302 ft)"", ""27 metres (89 ft)"", ""6,000""], [""Floating dry dock “SPD-2M”"", ""92 metres"", ""22 metres (72 ft)"", ""2,000""]]"
f_17f41d71049c80437d0f,Li Xiaohong (athlete),Competition record,What did Li Xiaohong achieve in the 2014 Asian Junior Championships?,"[[""Year"", ""Competition"", ""Venue"", ""Position"", ""Event"", ""Notes""], [""Representing China"", ""Representing China"", ""Representing China"", ""Representing China"", ""Representing China"", ""Representing China""], [""2013"", ""Asian Championships"", ""Pune, India"", ""4th"", ""Triple jump"", ""13.57 m""], [""2014"", ""Asian Indoor Championships"", ""Hangzhou, China"", ""3rd"", ""Triple jump"", ""13.43 m""], [""2014"", ""Asian Junior Championships"", ""Taipei City, Taiwan"", ""1st"", ""Long jump"", ""6.27 m""], [""2014"", ""Asian Junior Championships"", ""Taipei City, Taiwan"", ""2nd"", ""Triple jump"", ""13.62 m""], [""2014"", ""World Junior Championships"", ""Eugene, United States"", ""25th (q)"", ""Long jump"", ""5.72 m""], [""2014"", ""World Junior Championships"", ""Eugene, United States"", ""3rd"", ""Triple jump"", ""14.03 m""], [""2015"", ""World Championships"", ""Beijing, China"", ""21st (q)"", ""Triple jump"", ""13.52 m""], [""2016"", ""Asian Indoor Championships"", ""Hangzhou, China"", ""5th"", ""Triple jump"", ""13.14 m""], [""2016"", ""Olympic Games"", ""Rio de Janeiro, Brazil"", ""34th (q)"", ""Triple jump"", ""13.30 m""]]"
f_f90b79680528e807207a,2012 NCAA Bowling Championship,Championship Match,Who won the Championship Match and by how much?,"[[""Team"", ""Game 1"", ""Game 2"", ""Game 3"", ""Game 4"", ""Game 5"", ""Game 6""], [""#5 Maryland Eastern Shore (4)"", ""222"", ""236"", ""167"", ""208"", ""170"", ""203""], [""#3 Fairleigh Dickinson (2)"", ""204"", ""215"", ""249"", ""168"", ""223"", ""176""]]"
f_135de63ffec6a58c1d22,Labour Party of Scotland,Local government,How did the candidates in Camperdown perform?,"[[""Ward"", ""Candidate"", ""No. of votes"", ""% of vote"", ""Outcome""], [""Caird"", ""J. Fairweather"", ""134"", ""3.5"", ""Defeated""], [""Camperdown"", ""I. M. Donaldson"", ""227"", ""3.0"", ""Defeated""], [""Camperdown"", ""D. McGarry"", ""123"", ""1.6"", ""Defeated""], [""Craigie"", ""G. McKenzie"", ""209"", ""4.6"", ""Defeated""], [""Douglas"", ""H. Dunning"", ""94"", ""2.0"", ""Defeated""], [""Downfield"", ""G. McLean"", ""242"", ""6.1"", ""Defeated""], [""Harbour"", ""L. MacQueen"", ""81"", ""2.8"", ""Defeated""], [""Hilltown"", ""J. Alexander"", ""57"", ""2.6"", ""Defeated""], [""Lochee"", ""D. McTaggart"", ""112"", ""2.3"", ""Defeated""]]"
f_aebdff15f9471b8e9242,2002 FIFA World Cup,Group F,What were the results of the FIFA World Cup matches played on 12 June 2002?,"[[""-"", ""-"", ""-"", ""-""], [""2 June 2002"", ""-"", ""-"", ""-""], [""Argentina"", ""1–0"", ""Nigeria"", ""Kashima Soccer Stadium, Ibaraki""], [""England"", ""1–1"", ""Sweden"", ""Saitama Stadium 2002, Saitama""], [""7 June 2002"", ""-"", ""-"", ""-""], [""Sweden"", ""2–1"", ""Nigeria"", ""Kobe Wing Stadium, Kobe""], [""Argentina"", ""0–1"", ""England"", ""Sapporo Dome, Sapporo""], [""12 June 2002"", ""-"", ""-"", ""-""], [""Sweden"", ""1–1"", ""Argentina"", ""Miyagi Stadium, Miyagi""], [""Nigeria"", ""0–0"", ""England"", ""Nagai Stadium, Osaka""]]"
f_0422db633f5c5dfb9838,List of awards and nominations received by Christina Aguilera,Juno Awards,Did Christina Aguilera win any Juno Awards?,"[[""Year"", ""Nominee / work"", ""Award"", ""Result""], [""2004"", ""Stripped"", ""International Album of the Year"", ""Nominated""], [""2004"", ""\""Fighter\"""", ""Video of the Year"", ""Won""], [""2007"", ""\""Hurt\"""", ""Video of the Year"", ""Nominated""]]"
f_ee15ac311017e551d8eb,Office of the United States Nuclear Waste Negotiator,United States Nuclear Waste Negotiators,Who replaced David Leroy in 1993?,"[[""Name"", ""State of Residence"", ""Date appointed"", ""President(s) served under""], [""David H. Leroy"", ""Idaho"", ""1990"", ""George H. W. Bush""], [""Richard H. Stallings"", ""Idaho"", ""1993"", ""Bill Clinton""]]"
f_be277ece660e65feff44,Sample-return mission,Robotic missions,"What were the results of The Sample-return missions in 1969, 1970, 1971 1974 and 1975?","[[""Launch date"", ""Operator"", ""Name"", ""Sample origin"", ""Samples returned"", ""Recovery date"", ""Mission result""], [""14 June 1969"", ""Soviet Union"", ""Luna E-8-5 No. 402"", ""Moon"", ""—"", ""—"", ""Failure""], [""13 July 1969"", ""Soviet Union Soviet Union"", ""Luna 15"", ""Moon"", ""—"", ""—"", ""Failure""], [""23 September 1969"", ""Soviet Union Soviet Union"", ""Kosmos 300"", ""Moon"", ""—"", ""—"", ""Failure""], [""22 October 1969"", ""Soviet Union Soviet Union"", ""Kosmos 305"", ""Moon"", ""—"", ""—"", ""Failure""], [""6 February 1970"", ""Soviet Union Soviet Union"", ""Luna E-8-5 No. 405"", ""Moon"", ""—"", ""—"", ""Failure""], [""12 September 1970"", ""Soviet Union Soviet Union"", ""Luna 16"", ""Moon"", ""101 grams (3.6 oz)"", ""24 September 1970"", ""Success""], [""2 September 1971"", ""Soviet Union Soviet Union"", ""Luna 18"", ""Moon"", ""—"", ""—"", ""Failure""], [""14 February 1972"", ""Soviet Union Soviet Union"", ""Luna 20"", ""Moon"", ""55 grams (1.9 oz)"", ""25 February 1972"", ""Success""], [""2 November 1974"", ""Soviet Union Soviet Union"", ""Luna 23"", ""Moon"", ""—"", ""—"", ""Failure""], [""16 October 1975"", ""Soviet Union Soviet Union"", ""Luna E-8-5M No. 412"", ""Moon"", ""—"", ""—"", ""Failure""], [""9 August 1976"", ""Soviet Union Soviet Union"", ""Luna 24"", ""Moon"", ""170 grams (6.0 oz)"", ""22 August 1976"", ""Success""], [""7 February 1999"", ""United States United States"", ""Stardust"", ""81P/Wild"", ""Particles"", ""15 January 2006"", ""Success""], [""8 August 2001"", ""United States United States"", ""Genesis"", ""Solar wind"", ""Particles"", ""9 September 2004"", ""Success (partial)""], [""9 May 2003"", ""Japan"", ""Hayabusa"", ""25143 Itokawa"", ""Particles"", ""13 June 2010"", ""Success (partial)""], [""8 November 2011"", ""Russia"", ""Fobos-Grunt"", ""Phobos"", ""—"", ""—"", ""Failure""], [""3 December 2014"", ""Japan Japan"", ""Hayabusa 2"", ""162173 Ryugu"", ""—"", ""December 2020"", ""Ongoing""], [""8 September 2016"", ""United States United States"", ""OSIRIS-REx"", ""101955 Bennu"", ""—"", ""2023"", ""Ongoing""], [""December 2019"", ""China"", ""Chang'e 5"", ""Moon"", ""—"", ""2020"", ""Planned""], [""2020"", ""China"", ""Chang'e 6"", ""Moon"", ""—"", ""2021"", ""Planned""], [""2024"", ""Japan Japan"", ""MMX"", ""Phobos"", ""—"", ""2029"", ""Planned""]]"
f_e1c801c570e738140be2,Holy Roman Emperor,Ottonian dynasty,Which house name was a notable hereditary holder of the title ‘Holy Roman Emperor’?,"[[""Image"", ""Name"", ""Reign"", ""Reign"", ""Relationship with predecessor(s)"", ""Other title(s)""], [""-"", ""Otto I, the Great (912–973)"", ""2 February 962"", ""7 May 973"", ""Great-great-great grandson of Louis I"", ""King of Italy King of Germany Duke of Saxony""], [""-"", ""Otto II, the Red (955–983)"", ""25 December 967"", ""7 December 983"", ""Son of Otto I"", ""King of Italy King of Germany""], [""-"", ""Otto III (980–1002)"", ""21 May 996"", ""23 January 1002"", ""Son of Otto II"", ""King of Italy King of Germany""], [""-"", ""Henry II (973–1024)"", ""14 February 1014"", ""July 13 1024"", ""Second cousin of Otto III"", ""King of Italy King of Germany Duke of Bavaria""]]"
f_7eaf77e89d0d5b16711a,Russell Brand,Film,Which roles did Russell Brand portray in 2016?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""2007"", ""St Trinian's"", ""Flash Harry"", ""-""], [""2008"", ""Penelope"", ""Sam"", ""-""], [""2008"", ""Forgetting Sarah Marshall"", ""Aldous Snow"", ""-""], [""2008"", ""Bedtime Stories"", ""Mickey"", ""-""], [""2010"", ""Get Him to the Greek"", ""Aldous Snow"", ""-""], [""2010"", ""Despicable Me"", ""Dr. Nefario"", ""Voice""], [""2010"", ""The Tempest"", ""Trinculo"", ""-""], [""2011"", ""Hop"", ""E.B./\""Hoff Knows Talent\"" Production Assistant"", ""Voice/Live-action""], [""2011"", ""Arthur"", ""Arthur Bach"", ""-""], [""2012"", ""Rock of Ages"", ""Lonny Barnett"", ""-""], [""2012"", ""Katy Perry: Part of Me"", ""Himself"", ""Cameo Uncredited""], [""2013"", ""Despicable Me 2"", ""Dr. Nefario"", ""Voice""], [""2013"", ""Paradise"", ""William"", ""-""], [""2014"", ""A Royal Hangover"", ""Himself"", ""-""], [""2015"", ""The Emperor's New Clothes"", ""Himself"", ""-""], [""2016"", ""Army of One"", ""God"", ""-""], [""2016"", ""Trolls"", ""Creek"", ""Voice""], [""TBA"", ""Four Kids and It"", ""Tristan"", ""-""]]"
f_9cec8915c908e0559a46,Darko Šarović,Statistics,When did Danko Sarivic lower his personal  best  and how much was it lowered?                  ,"[[""PB"", ""60 m"", ""100 m"", ""200 m""], [""2008"", ""7.34"", ""11.51"", ""23.31""], [""2009"", ""7.04"", ""11.40"", ""23.09i""], [""2010"", ""‡"", ""10.83"", ""22.44""], [""2011"", ""6.96"", ""10.46"", ""21.94""], [""2012"", ""6.89"", ""10.49w"", ""21.52""]]"
f_32a6ad3a530a80750f5a,European Cup (athletics),League positions in 2009,"How many teams did the Super League, the First League, the Second League, and the Third League have?","[[""Super League"", ""Super League"", ""First League"", ""First League"", ""Second League"", ""Second League"", ""Third League"", ""Third League""], [""Country"", ""Pts"", ""Country"", ""Pts"", ""Country"", ""Pts"", ""Country"", ""Pts""], [""Russia"", ""1548"", ""Belarus"", ""1217"", ""Ireland"", ""971.5"", ""Moldova"", ""722""], [""Great Britain"", ""1518"", ""Slovenia"", ""1211"", ""Bulgaria"", ""947"", ""Israel"", ""714""], [""Poland"", ""1512"", ""Romania"", ""1182.5"", ""Croatia"", ""942"", ""Denmark"", ""709.5""], [""Germany"", ""1472"", ""Turkey"", ""1166"", ""Latvia"", ""933"", ""Bosnia and Herzegovina"", ""555.5""], [""Italy"", ""1455"", ""Belgium"", ""1139"", ""Slovakia"", ""901"", ""Iceland"", ""550.5""], [""Spain"", ""1426.5"", ""Hungary"", ""1133"", ""Lithuania"", ""839.5"", ""Luxembourg"", ""399.5""], [""France"", ""1423.5"", ""Netherlands"", ""1118"", ""Austria"", ""783"", ""Georgia"", ""356""], [""Ukraine"", ""1412.5"", ""Finland"", ""1072.5"", ""Cyprus"", ""749"", ""Azerbaijan"", ""332.5""], [""Greece"", ""1359.5"", ""Estonia"", ""1035.5"", ""-"", ""-"", ""Montenegro"", ""310.5""], [""Sweden"", ""1309"", ""Switzerland"", ""1032.5"", ""-"", ""-"", ""Armenia"", ""301.5""], [""Czech Republic"", ""1236"", ""Serbia"", ""1028.5"", ""-"", ""-"", ""AASSE"", ""280""], [""Portugal"", ""1222"", ""Norway"", ""974"", ""-"", ""-"", ""Albania"", ""191""], [""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""Andorra"", ""187""], [""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""Macedonia"", ""164""]]"
f_aa44a76e558890f82df8,Digital Rock (album),Release history,"When and on which label was Digital Rock first released in the United Kingdom on digital and CD, respectively?","[[""Country"", ""Date"", ""Label"", ""Format""], [""Japan"", ""19 July 2006"", ""Sony"", ""CD, digital download""], [""United Kingdom"", ""31 July 2006"", ""Tiger Trax"", ""Digital download""], [""United Kingdom"", ""29 January 2007"", ""Tiger Trax"", ""CD""]]"
f_5ed871899bb25b3a9241,Souad Aït Salem,Achievements,What place did Souad Aït Salem get in the 2007 World Championships?,"[[""Year"", ""Competition"", ""Venue"", ""Position"", ""Event"", ""Notes""], [""Representing Algeria"", ""Representing Algeria"", ""Representing Algeria"", ""Representing Algeria"", ""Representing Algeria"", ""Representing Algeria""], [""2000"", ""African Championships"", ""Algiers, Algeria"", ""1st"", ""10,000 m"", ""-""], [""2002"", ""African Championships"", ""Radès, Tunisia"", ""5th"", ""10,000 m"", ""-""], [""2003"", ""World Championships"", ""Paris, France"", ""24th (h)"", ""5000 m"", ""15:34.64""], [""2004"", ""Pan Arab Games"", ""Algiers, Algeria"", ""1st"", ""5000 m"", ""-""], [""2004"", ""Pan Arab Games"", ""Algiers, Algeria"", ""1st"", ""10,000 m"", ""-""], [""2004"", ""Pan Arab Games"", ""Algiers, Algeria"", ""1st"", ""Half marathon"", ""-""], [""2004"", ""Olympic Games"", ""Athens, Greece"", ""33rd (h)"", ""5000 m"", ""16:02.10""], [""2004"", ""Olympic Games"", ""Athens, Greece"", ""–"", ""10,000 m"", ""DNF""], [""2005"", ""Mediterranean Games"", ""Almería, Spain"", ""4th"", ""5000 m"", ""15:31.34""], [""2005"", ""Mediterranean Games"", ""Almería, Spain"", ""1st"", ""10,000 m"", ""32:55.48""], [""2006"", ""World Road Running Championships"", ""Debrecen, Hungary"", ""9th"", ""20 km"", ""1:06:11 PB""], [""2007"", ""All-Africa Games"", ""Algiers, Algeria"", ""1st"", ""Half Marathon"", ""1:13:35""], [""2007"", ""Rome City Marathon"", ""Rome, Italy"", ""1st"", ""Marathon"", ""2:25:08""], [""2007"", ""World Championships"", ""Osaka, Japan"", ""16th"", ""Marathon"", ""2:35:09""], [""2008"", ""Olympic Games"", ""Beijing, China"", ""9th"", ""Marathon"", ""2:28:29""], [""2011"", ""Pan Arab Games"", ""Doha, Qatar"", ""4th"", ""Half marathon"", ""1:15:13""], [""2013"", ""Mediterranean Games"", ""Mersin, Turkey"", ""3rd"", ""10,000 m."", ""33:19:34""], [""2015"", ""World Championships"", ""Beijing, China"", ""—"", ""Marathon"", ""DNF""]]"
f_10237dee6eab4172d488,The System discography,Singles,Which discography singles did The System release in 1987 and 1983?,"[[""Year"", ""Title"", ""Peak chart positions"", ""Peak chart positions"", ""Peak chart positions"", ""Peak chart positions"", ""Album""], [""Year"", ""Title"", ""US"", ""US Club"", ""US R&B"", ""UK"", ""Album""], [""1982"", ""\""It's Passion\"""", ""—"", ""23"", ""—"", ""—"", ""Sweat""], [""1983"", ""\""You Are in My System\"""", ""64"", ""14"", ""10"", ""89"", ""Sweat""], [""1983"", ""\""I Won't Let Go\"""", ""—"", ""—"", ""—"", ""—"", ""Sweat""], [""1984"", ""\""Promises Can Break\"""", ""—"", ""—"", ""—"", ""—"", ""X-Periment""], [""1984"", ""\""I Wanna Make You Feel Good\"""", ""—"", ""—"", ""—"", ""73"", ""X-Periment""], [""1985"", ""\""This Is for You\"""", ""—"", ""43"", ""8"", ""78"", ""The Pleasure Seekers""], [""1985"", ""\""The Pleasure Seekers\"""", ""—"", ""22"", ""21"", ""—"", ""The Pleasure Seekers""], [""1985"", ""\""I Don't Run From Danger\"""", ""—"", ""—"", ""—"", ""—"", ""The Pleasure Seekers""], [""1987"", ""\""Don't Disturb This Groove\"""", ""4"", ""—"", ""1"", ""—"", ""Don't Disturb This Groove""], [""1987"", ""\""House of Rhythm / Groove\"""", ""—"", ""—"", ""—"", ""—"", ""Don't Disturb This Groove""], [""1987"", ""\""Nighttime Lover\"""", ""—"", ""—"", ""7"", ""—"", ""Don't Disturb This Groove""], [""1987"", ""\""Come As You Are (Superstar)\"""", ""—"", ""—"", ""—"", ""—"", ""Don't Disturb This Groove""], [""1989"", ""\""Midnight Special\"""", ""—"", ""—"", ""—"", ""—"", ""Rhythm & Romance""], [""1989"", ""\""I Wanna Be Your Lover\"""", ""—"", ""—"", ""—"", ""—"", ""Rhythm & Romance""], [""1989"", ""\""Have Mercy\"""", ""—"", ""—"", ""—"", ""—"", ""Rhythm & Romance""], [""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory."", ""\""—\"" denotes a recording that did not chart or was not released in that territory.""]]"
f_2161359ff691b4f0574d,Wesley Sonck,Club,Which club and league did Wesley Sonck leave after the 2006-07 season and which club did he subsequently join?,"[[""Club"", ""Season"", ""League"", ""League"", ""League"", ""Cup"", ""Cup"", ""League Cup"", ""League Cup"", ""Continental"", ""Continental"", ""Total"", ""Total""], [""Club"", ""Season"", ""Division"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals""], [""Belgium"", ""Belgium"", ""Belgium"", ""League"", ""League"", ""Belgian Cup"", ""Belgian Cup"", ""League Cup"", ""League Cup"", ""Europe"", ""Europe"", ""Total"", ""Total""], [""Molenbeek"", ""1997–98"", ""First Division"", ""33"", ""11"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Germinal Ekeren"", ""1998–99"", ""Belgian First Division"", ""32"", ""7"", ""-"", ""-"", ""-"", ""-"", ""2"", ""1"", ""-"", ""-""], [""Germinal Beerschot Antwerpen"", ""1999–00"", ""Belgian First Division"", ""28"", ""11"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Genk"", ""2000–01"", ""Belgian First Division"", ""32"", ""13"", ""-"", ""-"", ""-"", ""-"", ""4"", ""1"", ""-"", ""-""], [""Genk"", ""2001–02"", ""Belgian First Division"", ""32"", ""30"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Genk"", ""2002–03"", ""Belgian First Division"", ""29"", ""23"", ""-"", ""-"", ""-"", ""-"", ""8"", ""3"", ""-"", ""-""], [""Genk"", ""Total"", ""Total"", ""93"", ""66"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Netherlands"", ""Netherlands"", ""Netherlands"", ""League"", ""League"", ""KNVB Cup"", ""KNVB Cup"", ""League Cup"", ""League Cup"", ""Europe"", ""Europe"", ""Total"", ""Total""], [""Ajax"", ""2003–04"", ""Eredivisie"", ""25"", ""9"", ""-"", ""-"", ""-"", ""-"", ""7"", ""4"", ""-"", ""-""], [""Ajax"", ""2004–05"", ""Eredivisie"", ""9"", ""1"", ""-"", ""-"", ""-"", ""-"", ""4"", ""1"", ""-"", ""-""], [""Ajax"", ""Total"", ""Total"", ""34"", ""10"", ""-"", ""-"", ""-"", ""-"", ""11"", ""5"", ""-"", ""-""], [""Germany"", ""Germany"", ""Germany"", ""League"", ""League"", ""DFB-Pokal"", ""DFB-Pokal"", ""DFB Ligapokal"", ""DFB Ligapokal"", ""Europe"", ""Europe"", ""Total"", ""Total""], [""Borussia Mönchengladbach"", ""2004–05"", ""Bundesliga"", ""7"", ""2"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Borussia Mönchengladbach"", ""2005–06"", ""Bundesliga"", ""14"", ""4"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Borussia Mönchengladbach"", ""2006–07"", ""Bundesliga"", ""7"", ""0"", ""1"", ""1"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Borussia Mönchengladbach"", ""Total"", ""Total"", ""28"", ""6"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Belgium"", ""Belgium"", ""Belgium"", ""League"", ""League"", ""Belgian Cup"", ""Belgian Cup"", ""League Cup"", ""League Cup"", ""Europe"", ""Europe"", ""Total"", ""Total""], [""Club Brugge"", ""2007–08"", ""Belgian First Division"", ""21"", ""6"", ""-"", ""-"", ""-"", ""-"", ""2"", ""0"", ""-"", ""-""], [""Club Brugge"", ""2008–09"", ""Belgian First Division"", ""28"", ""14"", ""-"", ""-"", ""-"", ""-"", ""6"", ""2"", ""-"", ""-""], [""Club Brugge"", ""2009–10"", ""Belgian First Division"", ""22"", ""7"", ""-"", ""-"", ""-"", ""-"", ""7"", ""1"", ""-"", ""-""], [""Club Brugge"", ""Total"", ""Total"", ""71"", ""29"", ""-"", ""-"", ""-"", ""-"", ""15"", ""3"", ""-"", ""-""], [""Lierse"", ""2010–11"", ""Belgian First Division"", ""14"", ""4"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Lierse"", ""2011–12"", ""Belgian First Division"", ""20"", ""2"", ""-"", ""-"", ""-"", ""-"", ""6"", ""2"", ""-"", ""-""], [""Lierse"", ""Total"", ""Total"", ""34"", ""6"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Waasland-Beveren"", ""2012–13"", ""Belgian First Division"", ""23"", ""2"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Country"", ""Belgium"", ""Belgium"", ""300"", ""126"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Country"", ""Netherlands"", ""Netherlands"", ""34"", ""10"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Country"", ""Germany"", ""Germany"", ""28"", ""6"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""], [""Total"", ""Total"", ""Total"", ""362"", ""142"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]]"
